home_team,away_team,home_score,home_xg,home_penalty,away_score,away_xg,away_penalty,home_manager,home_captain,away_manager,away_captain,Attendance,Venue,Officials,Round,Date,Score,Referee,Notes,Host,Year,home_goal,away_goal,home_goal_long,away_goal_long,home_own_goal,away_own_goal,home_penalty_goal,away_penalty_goal,home_penalty_miss_long,away_penalty_miss_long,home_penalty_shootout_goal_long,away_penalty_shootout_goal_long,home_penalty_shootout_miss_long,away_penalty_shootout_miss_long,home_red_card,away_red_card,home_yellow_red_card,away_yellow_red_card,home_yellow_card_long,away_yellow_card_long,home_substitute_in_long,away_substitute_in_long
Germany,Brazil,3,,,3,,,,,,,22109,"Jack Kent Cooke Stadium, Landover",Im Eun-ju (Referee) · Boni Bishop (AR1) · Adeola Omoleye Adeyemi (AR2) · Kari Seitz (4th),Group stage,1999-06-27,3–3,Im Eun-ju,,United States,1999,Birgit Prinz · 8’|Steffi Jones · 58’,Kátia · 15’|Sissi · 20’|Maycon · 90+4’,"['8’|1:0|Birgit Prinz', '58’|3:2|Steffi Jones']","['15’|1:1|Kátia', '20’|1:2|Sissi', '90+4’|3:3|Maycon']",,,Bettina Wiegmann (P) · 46’,,,,,,,,,,,,"['68’|3:2|Sandra Minnert', '85’|3:2|Tina Wunderlich']","['79’|3:2|Formiga', '85’|3:2|Fanta']","['29’|1:2|Sandra Smisek|for Martina Voss-Tecklenburg', '46’|2:2|Tina Wunderlich|for Pia Wunderlich', '89’|3:2|Monika Meyer|for Inka Grings']","['33’|1:2|Fanta|for Marisa Pires Nogueira', '60’|3:2|Formiga|for Raquel de Souza Noronha', '65’|3:2|Maycon|for Suzana Ferreira da Silva']"
Nigeria,Denmark,2,,,0,,,,,,,22109,"Jack Kent Cooke Stadium, Landover",Maria Siqueira (Referee) · Hisae Yoshizawa (AR1) · Ana Perez (AR2) · Elke Guenthner (4th),Group stage,1999-06-27,2–0,Maria Siqueira,,United States,1999,Mercy Akide · 25’|Nkiru Okosieme · 81’,,"['25’|1:0|Mercy Akide', '81’|2:0|Nkiru Okosieme']",,,,,,,,,,,,,,,,"['88’|2:0|Stella Mbachu', '90+1’|2:0|Prisca Emeafu']",['50’|1:0|Gitte Krogh'],"['54’|1:0|Stella Mbachu|for Nkechi Egbe', '81’|2:0|Adanna Nwaneri|for Ifeanyi Chiejine']","['32’|1:0|Lene Jensen|for Hanne Nørregaard', '58’|1:0|Merete Pedersen|for Mikka Hansen', '66’|1:0|Louise Hansen|for Gitte Krogh']"
Mexico,Italy,0,,,2,,,,,,,50484,"Foxboro Stadium, Foxborough",Bola Abidoye (Referee) · Jackeline Saez (AR1) · Comfort Cofie (AR2) · Fatou Gaye (4th),Group stage,1999-06-27,0–2,Bola Abidoye,,United States,1999,,Patrizia Panico · 37’|Paola Zanni · 51’,,"['37’|0:1|Patrizia Panico', '51’|0:2|Paola Zanni']",,,,,,,,,,,,,,,['74’|0:2|Andrea Rodebaugh'],,"['42’|0:1|Mónica González|for Martha Moore', '55’|0:2|Laurie Hill|for Mónica Vergara', '66’|0:2|Denise Ireta|for Fátima Leyva']","['46’|0:1|Silvia Tagliacarne|for Anna Duo', '46’|0:1|Roberta Stefanelli|for Rita Guarino']"
United States,Korea DPR,3,,,0,,,,,,,50484,"Foxboro Stadium, Foxborough",Katriina Elovirta (Referee) · Maria Rodriguez (AR1) · Cleidy Ribeiro (AR2) · Martha Toro (4th),Group stage,1999-06-27,3–0,Katriina Elovirta,,United States,1999,Shannon MacMillan · 56’|Tisha Venturini · 68’|Tisha Venturini · 76’,,"['56’|1:0|Shannon MacMillan', '68’|2:0|Tisha Venturini', '76’|3:0|Tisha Venturini']",,,,,,,,,,,,,,,,,"['8’|0:0|Kim Sun-hye', '24’|0:0|Jo Song-ok', '74’|2:0|Kim Kum-sil']","['46’|0:0|Julie Foudy|for Cindy Parlow Cone', '46’|0:0|Tiffeny Milbrett|for Mia Hamm', '73’|2:0|Christie Pearce|for Tiffany Roberts']","['61’|1:0|Jo Jong-ran|for Jin Pyol-hui', '71’|2:0|Yang Kyong-hui|for Ri Ae-gyong']"
Canada,Russia,1,,,4,,,,,,,29401,"Giants Stadium, East Rutherford",Xiudi Zuo (Referee) · Lijuan Lu (AR1) · Song Ok Ri (AR2) · Tammy Ogston (4th),Group stage,1999-06-26,1–4,Xiudi Zuo,,United States,1999,Charmaine Hooper · 76’,"Irina Grigorieva · 54’|Elena Fomina · 66’|Elena Fomina · 86’|Карасёва, Ольга Валентиновна · 90+1’",['76’|1:2|Charmaine Hooper'],"['54’|0:1|Irina Grigorieva', '66’|0:2|Elena Fomina', '86’|1:3|Elena Fomina', '90+1’|1:4|Карасёва, Ольга Валентиновна']",,,,,,,,,,,,,,,"['32’|0:0|Tanya Franck', '49’|0:0|Isabelle Harvey']",['77’|1:2|Natalia Karasseva'],"['55’|0:1|Silvana Burtini|for Mary Beth Bowie', '80’|1:2|Sarah Maglio|for Shannon Rosenow']","['56’|0:1|Larisa Savina|for Natalia Barbashina', '61’|0:1|Elena Fomina|for Tatiana Egorova', '72’|0:2|Yulia Yushekivitch|for Tatiana Cheverda']"
China PR,Australia,3,,,1,,,,,,,29401,"Giants Stadium, East Rutherford",Sandra Hunt (Referee) · Ana Perez (AR1) · Hisae Yoshizawa (AR2) · Kari Seitz (4th),Group stage,1999-06-26,3–1,Sandra Hunt,,United States,1999,Sun Wen · 39’|Sun Wen · 51’|Liu Ying · 73’,Cheryl Salisbury · 66’,"['39’|1:0|Sun Wen', '51’|2:0|Sun Wen', '73’|3:1|Liu Ying']",['66’|2:1|Cheryl Salisbury'],,,,,,,,,,,,Alicia Ferguson · 2’,,,"['4’|0:0|Fan Yunjie', '70’|2:1|Wen Lirong']",,"['46’|1:0|Zhang Ouying|for Jin Yan', '63’|2:0|Qiu Haiyan|for Sun Wen', '75’|3:1|Xie Huilin|for Zhao Lihong']","['72’|2:1|Angela Iannotta|for Lisa Casagrande', '86’|3:1|Peita-Claire Hepperlin|for Cheryl Salisbury']"
Ghana,Sweden,0,,,2,,,,,,,34256,"Soldier Field, Chicago",Sonia Denoncourt (Referee) · Ann Wenche Kleven (AR1) · Corrie Kruithof (AR2) · Gitte Nielsen (4th),Group stage,1999-06-26,0–2,Sonia Denoncourt,,United States,1999,,Victoria Sandell Svensson · 58’|Victoria Sandell Svensson · 86’,,"['58’|0:1|Victoria Sandell Svensson', '86’|0:2|Victoria Sandell Svensson']",,,,,,,,,,,,,,,"['10’|0:0|Nana Gyamfuah', '81’|0:1|Sheila Okai']",,"['65’|0:1|Sheila Okai|for Lydia Ankrah', '84’|0:1|Mercy Tagoe|for Nana Gyamfuah']","['6’|0:0|Therese Lundin|for Hanna Ljungberg', '60’|0:1|Tina Nordlund|for Kristin Bengtsson', '87’|0:2|Linda Fagerström|for Malin Gustafsson']"
Norway,Japan,4,,,0,,,,,,,34256,"Soldier Field, Chicago",Marisela Contreras (Referee) · Ghislaine Labbe (AR1) · Susanne Borg (AR2) · Nicole Petignat (4th),Group stage,1999-06-26,4–0,Marisela Contreras,,United States,1999,Ann Kristin Aarønes · 36’|Dagny Mellgren · 61’,,"['36’|3:0|Ann Kristin Aarønes', '61’|4:0|Dagny Mellgren']",,Hiromi Ikeda (OG) · 26’,,Hege Riise (P) · 8’,,,,,,,,,,,,"['73’|4:0|Silje Jørgensen', '83’|4:0|Anne Tønnessen']",['65’|4:0|Homare Sawa'],"['11’|1:0|Gøril Kringen|for Linda Medalen', '38’|3:0|Solveig Gulbrandsen|for Ann Kristin Aarønes', '57’|3:0|Henriette Viker|for Gøril Kringen']","['60’|3:0|Yayoi Kobayashi|for Mito Isaka', '78’|4:0|Miyuki Yanagita|for Tamaki Uchiyama', '86’|4:0|Kozue Ando|for Ayumi Hara']"
Brazil,Italy,2,,,0,,,,,,,65080,"Soldier Field, Chicago",Gitte Nielsen (Referee) · Corrie Kruithof (AR1) · Ann Wenche Kleven (AR2) · Sonia Denoncourt (4th),Group stage,1999-06-24,2–0,Gitte Nielsen,,United States,1999,Sissi · 3’|Sissi · 63’,,"['3’|1:0|Sissi', '63’|2:0|Sissi']",,,,,,,,,,,,,,,,"['35’|1:0|Suzana Ferreira da Silva', '74’|2:0|Tânia Maria', '84’|2:0|Nenê']","['13’|1:0|Anna Duo', ""21’|1:0|Federica D'Astolfo"", '71’|2:0|Rita Guarino']","['46’|1:0|Formiga|for Raquel de Souza Noronha', '75’|2:0|Maycon|for Kátia', '89’|2:0|Juliana Cabral|for Nenê']","['55’|1:0|Damiana Deiana|for Adele Frollani', '58’|1:0|Silvia Fiorini|for Antonella Carta', '74’|2:0|Silvia Tagliacarne|for Rita Guarino']"
Korea DPR,Denmark,3,,,1,,,,,,,20129,"Civic Stadium, Portland",Martha Toro (Referee) · Maria Rodriguez (AR1) · Ana Bia Batista (AR2) · Maria Siqueira (4th),Group stage,1999-06-24,3–1,Martha Toro,,United States,1999,Jin Pyol-hui · 15’|Jo Song-ok · 39’|Kim Kum-sil · 73’,Janni Johansen · 74’,"['15’|1:0|Jin Pyol-hui', '39’|2:0|Jo Song-ok', '73’|3:0|Kim Kum-sil']",['74’|3:1|Janni Johansen'],,,,,,,,,,,,,Pak Jong-ae · 86’,,"['34’|1:0|Kim Sun-hui', '49’|2:0|Pak Jong-ae', '81’|3:1|Ri Kum-suk', '83’|3:1|Jo Song-ok']",['36’|1:0|Lene Terp'],['46’|2:0|Kim Hye-ran|for Kim Sun-hui'],"['9’|0:0|Hanne Sand Christensen|for Marlene Kristensen', '46’|2:0|Janni Johansen|for Lene Jensen', '63’|2:0|Mikka Hansen|for Merete Pedersen']"
United States,Nigeria,7,,,1,,,,,,,65080,"Soldier Field, Chicago",Nicole Petignat (Referee) · Susanne Borg (AR1) · Ghislaine Labbe (AR2) · Marisela Contreras (4th),Group stage,1999-06-24,7–1,Nicole Petignat,,United States,1999,Mia Hamm · 20’|Tiffeny Milbrett · 23’|Kristine Lilly · 32’|Michelle Akers · 39’|Cindy Parlow Cone · 42’|Tiffeny Milbrett · 83’,Nkiru Okosieme · 2’,"['20’|2:1|Mia Hamm', '23’|3:1|Tiffeny Milbrett', '32’|4:1|Kristine Lilly', '39’|5:1|Michelle Akers', '42’|6:1|Cindy Parlow Cone', '83’|7:1|Tiffeny Milbrett']",['2’|1:1|Nkiru Okosieme'],Ifeanyi Chiejine (OG) · 2’,,,,,,,,,,,,,,,"['30’|3:1|Patience Avre', '45’|6:1|Florence Ajayi']","['46’|6:1|Lorrie Fair|for Kate Markgraf', '46’|6:1|Sara Whalen|for Michelle Akers', '57’|6:1|Shannon MacMillan|for Mia Hamm']","['43’|6:1|Nkechi Egbe|for Ifeanyi Chiejine', '53’|6:1|Stella Mbachu|for Patience Avre', '84’|7:1|Gloria Usieta|for Prisca Emeafu']"
Germany,Mexico,6,,,0,,,,,,,20129,"Civic Stadium, Portland",Im Eun-ju (Referee) · Boni Bishop (AR1) · Jackeline Saez (AR2) · Bola Abidoye (4th),Group stage,1999-06-24,6–0,Im Eun-ju,,United States,1999,Inka Grings · 10’|Sandra Smisek · 45+1’|Ariane Hingst · 49’|Inka Grings · 57’|Renate Lingor · 89’|Inka Grings · 90+2’,,"['10’|1:0|Inka Grings', '45+1’|2:0|Sandra Smisek', '49’|3:0|Ariane Hingst', '57’|4:0|Inka Grings', '89’|5:0|Renate Lingor', '90+2’|6:0|Inka Grings']",,,,,,,,,,,,,,,,['21’|1:0|Maren Meinert'],,"['64’|4:0|Renate Lingor|for Maren Meinert', '69’|4:0|Melanie Hoffmann|for Bettina Wiegmann', '75’|4:0|Claudia Müller|for Birgit Prinz']","['57’|4:0|Mónica González|for Andrea Rodebaugh', '62’|4:0|Mónica Gerardo|for Mónica Vergara']"
Norway,Canada,7,,,1,,,,,,,16448,"Jack Kent Cooke Stadium, Landover",Tammy Ogston (Referee) · Song Ok Ri (AR1) · Lijuan Lu (AR2) · Xiudi Zuo (4th),Group stage,1999-06-23,7–1,Tammy Ogston,,United States,1999,Ann Kristin Aarønes · 8’|Ann Kristin Aarønes · 36’|Unni Lehn · 49’|Hege Riise · 54’|Linda Medalen · 68’|Marianne Pettersen · 76’|Solveig Gulbrandsen · 87’,Charmaine Hooper · 31’,"['8’|1:0|Ann Kristin Aarønes', '36’|2:1|Ann Kristin Aarønes', '49’|3:1|Unni Lehn', '54’|4:1|Hege Riise', '68’|5:1|Linda Medalen', '76’|6:1|Marianne Pettersen', '87’|7:1|Solveig Gulbrandsen']",['31’|1:1|Charmaine Hooper'],,,,,,,,,,,,,,,['45+1’|2:1|Gøril Kringen'],,"['46’|2:1|Tone Gunn Frustøl|for Anne Nymark Andersen', '62’|4:1|Linda Ørmen|for Monica Knudsen', '70’|5:1|Solveig Gulbrandsen|for Unni Lehn']","['16’|1:0|Andrea Neil|for Jeanette Haas', '70’|5:1|Mary Beth Bowie|for Shannon Rosenow']"
Japan,Russia,0,,,5,,,,,,,17668,"Civic Stadium, Portland",Sandra Hunt (Referee) · Ana Bia Batista (AR1) · Boni Bishop (AR2) · Virginia Tovar (4th),Group stage,1999-06-23,0–5,Sandra Hunt,,United States,1999,,Larisa Savina · 29’|Olga Letyushova · 52’|Natalia Karasseva · 58’|Natalia Barbashina · 80’|Olga Letyushova · 90’,,"['29’|0:1|Larisa Savina', '52’|0:2|Olga Letyushova', '58’|0:3|Natalia Karasseva', '80’|0:4|Natalia Barbashina', '90’|0:5|Olga Letyushova']",,,,,,,,,,,,,,,['72’|0:3|Homare Sawa'],,"['57’|0:2|Miyuki Yanagita|for Nami Otake', '64’|0:3|Yayoi Kobayashi|for Mito Isaka', '69’|0:3|Rie Yamaki|for Tomoe Kato']","['46’|0:1|Карасёва, Ольга Валентиновна|for Alexandra Svetlitskaya', '72’|0:3|Natalia Barbashina|for Larisa Savina', '79’|0:3|Elena Fomina|for Tatiana Egorova']"
China PR,Ghana,7,,,0,,,,,,,17668,"Civic Stadium, Portland",Elke Guenthner (Referee) · Cleidy Ribeiro (AR1) · Adeola Omoleye Adeyemi (AR2) · Katriina Elovirta (4th),Group stage,1999-06-23,7–0,Elke Guenthner,,United States,1999,Sun Wen · 9’|Jin Yan · 16’|Sun Wen · 21’|Sun Wen · 54’|Zhang Ouying · 82’|Zhang Ouying · 90+1’|Zhao Lihong · 90+2’,,"['9’|1:0|Sun Wen', '16’|2:0|Jin Yan', '21’|3:0|Sun Wen', '54’|4:0|Sun Wen', '82’|5:0|Zhang Ouying', '90+1’|6:0|Zhang Ouying', '90+2’|7:0|Zhao Lihong']",,,,,,,,,,,,,Regina Ansah · 53’,,,,"['16’|2:0|Rita Yeboah', '28’|3:0|Patience Sackey']","['51’|3:0|Zhang Ouying|for Jin Yan', '58’|4:0|Qiu Haiyan|for Liu Ailing', '73’|4:0|Xie Huilin|for Pu Wei']","['56’|4:0|Lydia Ankrah|for Adjoa Bayor', '74’|4:0|Mavis Dgajmah|for Nana Gyamfuah']"
Australia,Sweden,1,,,3,,,,,,,16448,"Jack Kent Cooke Stadium, Landover",Fatou Gaye (Referee) · Hisae Yoshizawa (AR1) · Ana Perez (AR2) · Kari Seitz (4th),Group stage,1999-06-23,1–3,Fatou Gaye,,United States,1999,Julie Murray · 32’,Jane Törnqvist · 8’|Hanna Ljungberg · 21’|Hanna Ljungberg · 69’,['32’|1:2|Julie Murray'],"['8’|0:1|Jane Törnqvist', '21’|0:2|Hanna Ljungberg', '69’|1:3|Hanna Ljungberg']",,,,,,,,,,,,,,,"['79’|1:3|Kelly Golebiowski', '85’|1:3|Alison Forman']",['53’|1:2|Kristin Bengtsson'],"['58’|1:2|Kelly Golebiowski|for Sharon Black', '76’|1:3|Angela Iannotta|for Sarah Cooper', '87’|1:3|Anissa Tann|for Bridgette Starr']","['46’|1:2|Malin Gustafsson|for Linda Gren', '57’|1:2|Therese Lundin|for Kristin Bengtsson', '75’|1:3|Jessika Sundh|for Jane Törnqvist']"
Italy,Germany,1,,,1,,,,,,,17100,"Rose Bowl, Pasadena",Bola Abidoye (Referee) · Adeola Omoleye Adeyemi (AR1) · Jackeline Saez (AR2) · Im Eun-ju (4th),Group stage,1999-06-20,1–1,Bola Abidoye,,United States,1999,Patrizia Panico · 36’,,['36’|1:0|Patrizia Panico'],,,,,Bettina Wiegmann (P) · 61’,,,,,,,,,,,"[""32’|0:0|Federica D'Astolfo""]",,"['68’|1:1|Damiana Deiana|for Manuela Tesse', '71’|1:1|Paola Zanni|for Adele Frollani', '89’|1:1|Silvia Fiorini|for Rita Guarino']","['82’|1:1|Monika Meyer|for Maren Meinert', '86’|1:1|Renate Lingor|for Sandra Smisek']"
Russia,Norway,1,,,2,,,,,,,14873,"Foxboro Stadium, Foxborough",Xiudi Zuo (Referee) · Ghislaine Labbe (AR1) · Lijuan Lu (AR2) · Tammy Ogston (4th),Group stage,1999-06-20,1–2,Xiudi Zuo,,United States,1999,Galina Komarova · 78’,Brit Sandaune · 28’|Marianne Pettersen · 68’,['78’|1:2|Galina Komarova'],"['28’|0:1|Brit Sandaune', '68’|0:2|Marianne Pettersen']",,,,,,,,,,,,,,,,,"['46’|0:1|Galina Komarova|for Карасёва, Ольга Валентиновна', '73’|0:2|Larisa Savina|for Olga Letyushova', '84’|1:2|Elena Fomina|for Alexandra Svetlitskaya']","['61’|0:1|Tone Gunn Frustøl|for Unni Lehn', '74’|0:2|Dagny Mellgren|for Ragnhild Gulbrandsen', '86’|1:2|Anita Rapp|for Monica Knudsen']"
Australia,Ghana,1,,,1,,,,,,,14867,"Foxboro Stadium, Foxborough",Kari Seitz (Referee) · Ann Wenche Kleven (AR1) · Song Ok Ri (AR2) · Fatou Gaye (4th),Group stage,1999-06-20,1–1,Kari Seitz,,United States,1999,Julie Murray · 74’,Nana Gyamfuah · 76’,['74’|1:0|Julie Murray'],['76’|1:1|Nana Gyamfuah'],,,,,,,,,,,,Barikisu Tettey-Quao · 26’,,,"['65’|0:0|Lisa Casagrande', '89’|1:1|Traci Bartlett']","['4’|0:0|Regina Ansah', '11’|0:0|Rita Yeboah', '15’|0:0|Alberta Sackey', '80’|1:1|Genevive Clottey']","['59’|0:0|Lisa Casagrande|for Angela Iannotta', '89’|1:1|Kelly Golebiowski|for Joanne Peters']","['32’|0:0|Sheila Okai|for Mavis Dgajmah', '65’|0:0|Nana Gyamfuah|for Sheila Okai', '79’|1:1|Lydia Ankrah|for Adjoa Bayor']"
Korea DPR,Nigeria,1,,,2,,,,,,,17100,"Rose Bowl, Pasadena",Katriina Elovirta (Referee) · Comfort Cofie (AR1) · Maria Rodriguez (AR2) · Im Eun-ju (4th),Group stage,1999-06-20,1–2,Katriina Elovirta,,United States,1999,Jo Song-ok · 74’,Mercy Akide · 50’|Rita Nwadike · 79’,['74’|1:1|Jo Song-ok'],"['50’|0:1|Mercy Akide', '79’|1:2|Rita Nwadike']",,,,,,,,,,,,,,,"['1’|0:0|Ri Hyang-ok', '5’|0:0|Ri Kum-suk', '88’|1:2|Jin Pyol-hui']","['81’|1:2|Eberechi Opara', '88’|1:2|Adanna Nwaneri', '90+3’|1:2|Mercy Akide']","['29’|0:0|Pak Jong-ae|for Kim Kum-sil', '55’|0:1|Ri Kyong-ae|for Sol Yong-suk', '61’|0:1|Jo Jong-ran|for Kim Sun-hui']","['70’|0:1|Nkechi Egbe|for Ifeanyi Chiejine', '86’|1:2|Adanna Nwaneri|for Yinka Kudaisi']"
Denmark,United States,0,,,3,,,,,,,78972,"Giants Stadium, East Rutherford",Sonia Denoncourt (Referee) · Ana Perez (AR1) · Hisae Yoshizawa (AR2) · Fatou Gaye (4th),Group stage,1999-06-19,0–3,Sonia Denoncourt,,United States,1999,,Mia Hamm · 17’|Julie Foudy · 73’|Kristine Lilly · 89’,,"['17’|0:1|Mia Hamm', '73’|0:2|Julie Foudy', '89’|0:3|Kristine Lilly']",,,,,,,,,,,,,,,['11’|0:0|Janne Rasmussen'],,"['63’|0:1|Janni Johansen|for Mikka Hansen', '78’|0:2|Louise Hansen|for Lene Jensen', '83’|0:2|Lise Søndergaard|for Christina Petersen']","['82’|0:2|Shannon MacMillan|for Tiffeny Milbrett', '88’|0:2|Lorrie Fair|for Mia Hamm']"
Brazil,Mexico,7,,,1,,,,,,,78972,"Giants Stadium, East Rutherford",Nicole Petignat (Referee) · Corrie Kruithof (AR1) · Susanne Borg (AR2) · Gitte Nielsen (4th),Group stage,1999-06-19,7–1,Nicole Petignat,,United States,1999,Pretinha · 3’|Pretinha · 12’|Sissi · 29’|Sissi · 42’|Sissi · 50’|Pretinha · 90+1’,Maribel Domínguez · 10’,"['3’|1:0|Pretinha', '12’|2:1|Pretinha', '29’|3:1|Sissi', '42’|5:1|Sissi', '50’|6:1|Sissi', '90+1’|7:1|Pretinha']",['10’|1:1|Maribel Domínguez'],,,Kátia (P) · 35’,,,,,,,,,,,,,"['4’|1:0|Denise Ireta', '53’|6:1|Lisa Náñez', '74’|6:1|Maribel Domínguez', '81’|6:1|Iris Mora']","['46’|5:1|Maycon|for Cidinha', '72’|6:1|Formiga|for Kátia', '82’|6:1|Juliana Cabral|for Fanta']","['46’|5:1|Laurie Hill|for Fátima Leyva', '73’|6:1|Patricia Pérez|for Martha Moore', '78’|6:1|Iris Mora|for Mónica Gerardo']"
Sweden,China PR,1,,,2,,,,,,,23298,"Spartan Stadium, San Jose",Virginia Tovar (Referee) · Maria Rodriguez (AR1) · Jackeline Saez (AR2) · Sandra Hunt (4th),Group stage,1999-06-19,1–2,Virginia Tovar,,United States,1999,Kristin Bengtsson · 2’,Jin Yan · 17’|Liu Ailing · 69’,['2’|1:0|Kristin Bengtsson'],"['17’|1:1|Jin Yan', '69’|1:2|Liu Ailing']",,,,,,,,,,,,,,,,,"['46’|1:1|Malin Gustafsson|for Therese Lundin', '77’|1:2|Linda Fagerström|for Malin Moström', '88’|1:2|Tina Nordlund|for Kristin Bengtsson']","['59’|1:1|Zhang Ouying|for Xie Huilin', '74’|1:2|Pu Wei|for Sun Wen']"
Japan,Canada,1,,,1,,,,,,,23298,"Spartan Stadium, San Jose",Maria Siqueira (Referee) · Comfort Cofie (AR1) · Cleidy Ribeiro (AR2) · Sandra Hunt (4th),Group stage,1999-06-19,1–1,Maria Siqueira,,United States,1999,Nami Otake · 64’,Silvana Burtini · 32’,['64’|1:1|Nami Otake'],['32’|0:1|Silvana Burtini'],,,,,,,,,,,,,,,,['5’|0:0|Charmaine Hooper'],['52’|0:1|Yayoi Kobayashi|for Mito Isaka'],['55’|0:1|Andrea Neil|for Silvana Burtini']
Germany,Norway,0,,,2,,,,,,,17158,"Rasunda Stadium, Solna",Ingrid Jonsson (Referee) · Gitte Holm (AR1) · Maria Rodriguez (AR2),Final,1995-06-18,0–2,Ingrid Jonsson,,Sweden,1995,,Hege Riise · 37’|Marianne Pettersen · 40’,,"['37’|0:1|Hege Riise', '40’|0:2|Marianne Pettersen']",,,,,,,,,,,,,,,['2’|0:0|Anouschka Bernhard'],"['22’|0:0|Anne Nymark Andersen', '58’|0:2|Linda Medalen', '70’|0:2|Ann Kristin Aarønes']","['42’|0:2|Patricia Brocker|for Birgit Prinz', '75’|0:2|Pia Wunderlich|for Dagmar Pohlmann', '86’|0:2|Sandra Smisek|for Maren Meinert']",
China PR,United States,0,,,2,,,,,,,4335,"Stromvallen, Gavle",Sonia Denoncourt (Referee) · Manuel Yupanqui Souza (AR1) · Hisae Yoshizawa (AR2),Third-place match,1995-06-17,0–2,Sonia Denoncourt,,Sweden,1995,,Tisha Venturini · 24’|Mia Hamm · 55’,,"['24’|0:1|Tisha Venturini', '55’|0:2|Mia Hamm']",,,,,,,,,,,,,,,['45’|0:1|Xie Huilin'],,"['59’|0:2|Wei Haiying|for Sun Wen', '72’|0:2|Chen Yufeng|for Fan Yunjie']","['54’|0:1|Tiffany Roberts|for Linda Hamilton', '68’|0:2|Debbie Keller|for Tiffeny Milbrett', '80’|0:2|Sarah Rafanelli|for Carin Jennings-Gabarra']"
United States,Norway,0,,,1,,,,,,,2893,"Arosvallen, Vasteras",Alain Hamer (Referee) · Manuel Yupanqui Souza (AR1) · Jeon Young-hyun (AR2),Semi-finals,1995-06-15,0–1,Alain Hamer,,Sweden,1995,,Ann Kristin Aarønes · 10’,,['10’|0:1|Ann Kristin Aarønes'],,,,,,,,,,,,,,Heidi Støre · 76’,,"['6’|0:0|Tina Svensson', '22’|0:1|Heidi Støre', '76’|0:1|Heidi Støre']",['53’|0:1|Tiffeny Milbrett|for Tiffany Roberts'],['69’|0:1|Marianne Pettersen|for Tone Haugen']
Germany,China PR,1,,,0,,,,,,,3693,"Olympia Stadion, Helsingborg",Petros Mathabela (Referee) · Peter Kelly (AR1) · Maria Rodriguez (AR2),Semi-finals,1995-06-15,1–0,Petros Mathabela,,Sweden,1995,Bettina Wiegmann · 88’,,['88’|1:0|Bettina Wiegmann'],,,,,,,,,,,,,,,,,"['52’|0:0|Wen Lirong', '65’|0:0|Shi Guihong']",['83’|0:0|Pia Wunderlich|for Birgit Prinz'],['86’|0:0|Chen Yufeng|for Fan Yunjie']
United States,Japan,4,,,0,,,,,,,3756,"Stromvallen, Gavle",Eduardo Gamboa Martinez (Referee) · Mohamed Osman (AR1) · Mamadou Toure (AR2),Quarter-finals,1995-06-13,4–0,Eduardo Gamboa Martinez,,Sweden,1995,Kristine Lilly · 8’|Kristine Lilly · 42’|Tiffeny Milbrett · 45’|Tisha Venturini · 80’,,"['8’|1:0|Kristine Lilly', '42’|2:0|Kristine Lilly', '45’|3:0|Tiffeny Milbrett', '80’|4:0|Tisha Venturini']",,,,,,,,,,,,,,,,['47’|3:0|Tiffany Roberts'],['72’|3:0|Rie Yamaki'],"['61’|3:0|Debbie Keller|for Mia Hamm', '68’|3:0|Thori Staples Bryan|for Kristine Lilly', '80’|4:0|Amanda Cromwell|for Tisha Venturini']",['46’|3:0|Nami Otake|for Etsuko Handa']
Norway,Denmark,3,,,1,,,,,,,4655,"Tingvallen, Karlstad",Pirom Anprasert (Referee) · Peter Kelly (AR1) · Maria Rodriguez (AR2),Quarter-finals,1995-06-13,3–1,Pirom Anprasert,,Sweden,1995,Gro Espeseth · 21’|Linda Medalen · 64’|Hege Riise · 85’,Gitte Krogh · 86’,"['21’|1:0|Gro Espeseth', '64’|2:0|Linda Medalen', '85’|3:0|Hege Riise']",['86’|3:1|Gitte Krogh'],,,,,,,,,,,,,,,['23’|1:0|Linda Medalen'],['90’|3:1|Rikke Holm'],"['76’|2:0|Agnete Carlsen|for Ann Kristin Aarønes', '84’|2:0|Randi Leinan|for Marianne Pettersen']","['46’|1:0|Gitte Krogh|for Jeanne Axelsen', '63’|1:0|Annette Laursen|for Louise Hansen', '86’|3:1|Christina Bonde|for Lene Madsen']"
Germany,England,3,,,0,,,,,,,2317,"Arosvallen, Vasteras",Bente Skogvang (Referee) · Gitte Holm (AR1) · Jeon Young-hyun (AR2),Quarter-finals,1995-06-13,3–0,Bente Skogvang,,Sweden,1995,Martina Voss-Tecklenburg · 41’|Maren Meinert · 55’|Heidi Mohr · 82’,,"['41’|1:0|Martina Voss-Tecklenburg', '55’|2:0|Maren Meinert', '82’|3:0|Heidi Mohr']",,,,,,,,,,,,,,,,,"['57’|2:0|Becky Easton', '70’|2:0|Brenda Sempare']","['67’|2:0|Patricia Brocker|for Birgit Prinz', '85’|3:0|Pia Wunderlich|for Maren Meinert']","['46’|1:0|Becky Easton|for Gillian Coultard', '79’|2:0|Louise Waller|for Tina Mapes', '87’|3:0|Samantha Britton|for Clare Taylor']"
